group_id,actor_name,aliases,actor_type,country_attribution,targeted_sectors,mitre_description,technique_count,tactic_count,technique_diversity_score,associated_cve_count,avg_cvss_score,max_cvss_score,kev_count,critical_vuln_ratio,kev_ratio,acled_event_count,acled_political_violence_events_total,acled_months_observed,acled_avg_monthly_political_violence_events,acled_max_monthly_political_violence_events,geo_instability_score,conflict_intensity_index,capability_score,opportunity_score,activity_score,composite_risk_score,has_country_attribution,has_targeted_sector,has_cve_mapping
G0039,Suckfly,Suckfly,,China,unknown,[Suckfly](https://attack.mitre.org/groups/G0039) is a China-based threat group that has been active since at least 2014. (Citation: Symantec Suckfly March 2016),5,8,0.038461538461538464,0,0,0,0,0,0,2830,2830,101,28.019801980198018,182,0.009475277,0.009475277,0.019230769230769232,0.009475277,0,0.01151044,1,0,0
G0040,Patchwork,Patchwork; Hangover Group; Dropping Elephant; Chinastrats; MONSOON; Operation Hangover,,India,Government Facilities; NGO,"[Patchwork](https://attack.mitre.org/groups/G0040) is a cyber espionage group that was first observed in December 2015. While the group has not been definitively attributed, circumstantial evidence suggests the group may be a pro-Indian or Indian entity. [Patchwork](https://attack.mitre.org/groups/G0040) has been seen targeting industries related to diplomatic and government agencies. Much of the code used by this group was copied and pasted from online forums. [Patchwork](https://attack.mitre.org/groups/G0040) was also seen operating spearphishing campaigns targeting U.S. think tank groups in March and April of 2018.(Citation: Cymmetria Patchwork) (Citation: Symantec Patchwork)(Citation: TrendMicro Patchwork Dec 2017)(Citation: Volexity Patchwork June 2018)",41,13,0.3153846153846154,6,7.966666666666666,8.8,6,0,1,33861,33861,125,270.888,843,0.11337185943108159,0.091604462,0.6095504158004158,0.10684164032785129,0.28,0.4101435359657782,1,1,1
G0041,Strider,Strider; ProjectSauron,,Belgium; China; Iran; Russia; Rwanda; Sweden,unknown,"[Strider](https://attack.mitre.org/groups/G0041) is a threat group that has been active since at least 2011 and has targeted victims in Russia, China, Sweden, Belgium, Iran, and Rwanda.(Citation: Symantec Strider Blog)(Citation: Kaspersky ProjectSauron Blog)",3,5,0.023076923076923078,1,8.8,8.8,1,0,1,39560,39560,327,391.6831683168317,2238,0.13245299191085874,0.13245299191085874,0.4845114345114345,0.13245299191085874,0.046666667,0.28274631563788905,1,0,1
G0043,Group5,Group5,,Iran,Information Technology; Water and Wastewater Systems,"[Group5](https://attack.mitre.org/groups/G0043) is a threat group with a suspected Iranian nexus, though this attribution is not definite. The group has targeted individuals connected to the Syrian opposition via spearphishing and watering holes, normally using Syrian and Iranian themes. [Group5](https://attack.mitre.org/groups/G0043) has used two commonly available remote access tools (RATs), [njRAT](https://attack.mitre.org/software/S0385) and [NanoCore](https://attack.mitre.org/software/S0336), as well as an Android RAT, DroidJack. (Citation: Citizen Lab Group5)",4,3,0.030769231,0,0,0,0,0,0,5342,5342,125,42.736,2238,0.017885841324262068,0.014451759790003748,0.015384615384615385,0.016855616863984572,0,0.011063431065104608,1,1,0
G0044,Winnti Group,Winnti Group; Blackfly,,China,Transportation Systems,"[Winnti Group](https://attack.mitre.org/groups/G0044) is a threat group with Chinese origins that has been active since at least 2010. The group has heavily targeted the gaming industry, but it has also expanded the scope of its targeting.(Citation: Kaspersky Winnti April 2013)(Citation: Kaspersky Winnti June 2015)(Citation: Novetta Winnti April 2015) Some reporting suggests a number of other groups, including [Axiom](https://attack.mitre.org/groups/G0001), [APT17](https://attack.mitre.org/groups/G0025), and [Ke3chang](https://attack.mitre.org/groups/G0004), are closely linked to [Winnti Group](https://attack.mitre.org/groups/G0044).(Citation: 401 TRG Winnti Umbrella May 2018)",6,5,0.046153846153846156,0,0,0,0,0,0,2830,2830,101,28.019801980198018,182,0.009475277,0.009475277,0.023076923076923078,0.009475277,0,0.013433516983900013,1,1,0
G0045,menuPass,menuPass; Cicada; POTASSIUM; Stone Panda; APT10; Red Apollo; CVNX; HOGFISH; BRONZE RIVERSIDE,,China,Critical Manufacturing; Defense Industrial Base; Education; Energy; Financial Services; Government Facilities; Healthcare and Public Health; Information Technology; Transportation Systems,"[menuPass](https://attack.mitre.org/groups/G0045) is a threat group that has been active since at least 2006. Individual members of [menuPass](https://attack.mitre.org/groups/G0045) are known to have acted in association with the Chinese Ministry of State Security's (MSS) Tianjin State Security Bureau and worked for the Huaying Haitai Science and Technology Development Company.(Citation: DOJ APT10 Dec 2018)(Citation: District Court of NY APT10 Indictment December 2018)

[menuPass](https://attack.mitre.org/groups/G0045) has targeted healthcare, defense, aerospace, finance, maritime, biotechnology, energy, and government sectors globally, with an emphasis on Japanese organizations. In 2016 and 2017, the group is known to have targeted managed IT service providers (MSPs), manufacturing and mining companies, and a university.(Citation: Palo Alto menuPass Feb 2017)(Citation: Crowdstrike CrowdCast Oct 2013)(Citation: FireEye Poison Ivy)(Citation: PWC Cloud Hopper April 2017)(Citation: FireEye APT10 April 2017)(Citation: DOJ APT10 Dec 2018)(Citation: District Court of NY APT10 Indictment December 2018)",46,12,0.35384615384615387,6,8.466666666666667,9.8,4,0.3333333333333333,0.6666666666666666,2830,2830,101,28.019801980198018,182,0.009475277,0.009475277,0.5581167706167706,0.009475277,0.22,0.3469534407538238,1,1,1
G0046,FIN7,FIN7; GOLD NIAGARA; ITG14; Carbon Spider; ELBRUS; Sangria Tempest,Nonstate CyberCrime,United States,Commercial Facilities; Energy; Financial Services; Food and Agriculture; Healthcare and Public Health; Information Technology; Media; Transportation Systems,"[FIN7](https://attack.mitre.org/groups/G0046) is a financially-motivated threat group that has been active since 2013. [FIN7](https://attack.mitre.org/groups/G0046) has targeted the retail, restaurant, hospitality, software, consulting, financial services, medical equipment, cloud services, media, food and beverage, transportation, pharmaceutical, and utilities industries in the United States. A portion of [FIN7](https://attack.mitre.org/groups/G0046) was operated out of a front company called Combi Security and often used point-of-sale malware for targeting efforts. Since 2020, [FIN7](https://attack.mitre.org/groups/G0046) shifted operations to big game hunting (BGH), including use of [REvil](https://attack.mitre.org/software/S0496) ransomware and their own Ransomware-as-a-Service (RaaS), Darkside. FIN7 may be linked to the [Carbanak](https://attack.mitre.org/groups/G0008) Group, but multiple threat groups have been observed using [Carbanak](https://attack.mitre.org/software/S0030), leading these groups to be tracked separately.(Citation: FireEye FIN7 March 2017)(Citation: FireEye FIN7 April 2017)(Citation: FireEye CARBANAK June 2017)(Citation: FireEye FIN7 Aug 2018)(Citation: CrowdStrike Carbon Spider August 2021)(Citation: Mandiant FIN7 Apr 2022)(Citation: BiZone Lizar May 2021)",67,15,0.5153846153846153,8,8.25,10,6,0.375,0.75,1077,1077,77,13.987012987012987,60,0.003605962,0.004729899,0.6542294698544698,0.003943143,0.31333333333333335,0.42190336358576763,1,1,1
G0047,Gamaredon Group,Gamaredon Group; IRON TILDEN; Primitive Bear; ACTINIUM; Armageddon; Shuckworm; DEV-0157; Aqua Blizzard; NastyShrew,,Russia; Ukraine,Defense Industrial Base; Government Facilities; NGO; Transportation Systems,"[Gamaredon Group](https://attack.mitre.org/groups/G0047) is a suspected Russian cyber espionage group that has targeted military, law enforcement, judiciary, non-profit, and non-governmental organizations in Ukraine since at least 2013. The name [Gamaredon Group](https://attack.mitre.org/groups/G0047) derives from a misspelling of the word ""Armageddon,"" found in early campaigns.(Citation: Palo Alto Gamaredon Feb 2017)(Citation: TrendMicro Gamaredon April 2020)(Citation: ESET Gamaredon June 2020)(Citation: Symantec Shuckworm January 2022)(Citation: Microsoft Actinium February 2022)

In November 2021, the Ukrainian government publicly attributed [Gamaredon Group](https://attack.mitre.org/groups/G0047) to Russia’s Federal Security Service (FSB) Center 18, an assessment later supported by multiple independent cybersecurity researchers. (Citation: Bleepingcomputer Gamardeon FSB November 2021)(Citation: Microsoft Actinium February 2022)",70,13,0.5384615384615384,2,7.8,7.8,2,0,1,298672,298672,101,2957.1485148514853,7824,1,1,0.7168659043659044,1,0.093333333,0.5864329521829522,1,1,1
G0048,RTM,RTM,Nonstate CyberCrime,Russia,Emergency Services; Financial Services; Information Technology,[RTM](https://attack.mitre.org/groups/G0048) is a cybercriminal group that has been active since at least 2015 and is primarily interested in users of remote banking systems in Russia and neighboring countries. The group uses a Trojan by the same name ([RTM](https://attack.mitre.org/software/S0148)). (Citation: ESET RTM Feb 2017),7,6,0.053846154,2,9.2,10,2,0.5,1,39560,39560,101,391.6831683168317,1716,0.13245299191085874,0.13245299191085874,0.5100311850311849,0.13245299191085874,0.093333333,0.3095061908977642,1,1,1
G0049,OilRig,OilRig; COBALT GYPSY; IRN2; APT34; Helix Kitten; Evasive Serpens; Hazel Sandstorm; EUROPIUM; ITG13; Earth Simnavaz; Crambus; TA452,State,Iran,Chemical; Communications; Energy; Financial Services; Government Facilities,"[OilRig](https://attack.mitre.org/groups/G0049) is a suspected Iranian threat group that has targeted Middle Eastern and international victims since at least 2014. The group has targeted a variety of sectors, including financial, government, energy, chemical, and telecommunications. It appears the group carries out supply chain attacks, leveraging the trust relationship between organizations to attack their primary targets. The group works on behalf of the Iranian government based on infrastructure details that contain references to Iran, use of Iranian infrastructure, and targeting that aligns with nation-state interests.(Citation: FireEye APT34 Dec 2017)(Citation: Palo Alto OilRig April 2017)(Citation: ClearSky OilRig Jan 2017)(Citation: Palo Alto OilRig May 2016)(Citation: Palo Alto OilRig Oct 2016)(Citation: Unit42 OilRig Playbook 2023)(Citation: Unit 42 QUADAGENT July 2018)",76,13,0.5846153846153846,6,8.3,10,5,0.16666666666666666,0.8333333333333334,5342,5342,125,42.736,2238,0.017885841324262068,0.014451759790003748,0.7109450796950797,0.016855616863984572,0.25,0.4338436632203368,1,1,1
G0050,APT32,APT32; SeaLotus; OceanLotus; APT-C-00; Canvas Cyclone; BISMUTH,,Cambodia; Laos; Philippines; Vietnam,Government Facilities; Media,"[APT32](https://attack.mitre.org/groups/G0050) is a suspected Vietnam-based threat group that has been active since at least 2014. The group has targeted multiple private sector industries as well as foreign governments, dissidents, and journalists with a strong focus on Southeast Asian countries like Vietnam, the Philippines, Laos, and Cambodia. They have extensively used strategic web compromises to compromise victims.(Citation: FireEye APT32 May 2017)(Citation: Volexity OceanLotus Nov 2017)(Citation: ESET OceanLotus)",78,14,0.6,3,7.8,7.8,3,0,1,14299,14299,153,114.392,714,0.047875261156050786,0.038683211,0.7476351351351351,0.045117646,0.14,0.424841097,1,1,1
G0051,FIN10,FIN10,Nonstate CyberCrime,Unknown,Financial Services,[FIN10](https://attack.mitre.org/groups/G0051) is a financially motivated threat group that has targeted organizations in North America since at least 2013 through 2016. The group uses stolen data exfiltrated from victims to extort organizations. (Citation: FireEye FIN10 June 2017),11,8,0.084615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042307692,0,0,0.021153846153846155,1,1,0
G0052,CopyKittens,CopyKittens,,Germany; Iran; Israel; Jordan; Saudi Arabia,unknown,"[CopyKittens](https://attack.mitre.org/groups/G0052) is an Iranian cyber espionage group that has been operating since at least 2013. It has targeted countries including Israel, Saudi Arabia, Turkey, the U.S., Jordan, and Germany. The group is responsible for the campaign known as Operation Wilted Tulip.(Citation: ClearSky CopyKittens March 2017)(Citation: ClearSky Wilted Tulip July 2017)(Citation: CopyKittens Nov 2015)",8,6,0.061538462,0,0,0,0,0,0,7074,7074,125,56.592,2238,0.023684844913483688,0.019137354690094817,0.030769231,0.022320597846467026,0,0.019848734953908792,1,0,0
G0053,FIN5,FIN5,Nonstate CyberCrime,Russia,Commercial Facilities; Financial Services,"[FIN5](https://attack.mitre.org/groups/G0053) is a financially motivated threat group that has targeted personally identifiable information and payment card information. The group has been active since at least 2008 and has targeted the restaurant, gaming, and hotel industries. The group is made up of actors who likely speak Russian. (Citation: FireEye Respond Webinar July 2017) (Citation: Mandiant FIN5 GrrCON Oct 2016) (Citation: DarkReading FireEye FIN5 Oct 2015)",11,11,0.084615385,0,0,0,0,0,0,39560,39560,101,391.6831683168317,1716,0.13245299191085874,0.13245299191085874,0.042307692,0.13245299191085874,0,0.047644444536017905,1,1,0
G0054,Sowbug,Sowbug,,Unknown,Government Facilities,"[Sowbug](https://attack.mitre.org/groups/G0054) is a threat group that has conducted targeted attacks against organizations in South America and Southeast Asia, particularly government entities, since at least 2015. (Citation: Symantec Sowbug Nov 2017)",9,5,0.069230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034615385,0,0,0.017307692,1,1,0
G0055,NEODYMIUM,NEODYMIUM,,Turkey,Transportation Systems,"[NEODYMIUM](https://attack.mitre.org/groups/G0055) is an activity group that conducted a campaign in May 2016 and has heavily targeted Turkish victims. The group has demonstrated similarity to another activity group called [PROMETHIUM](https://attack.mitre.org/groups/G0056) due to overlapping victim and campaign characteristics. (Citation: Microsoft NEODYMIUM Dec 2016) (Citation: Microsoft SIR Vol 21) [NEODYMIUM](https://attack.mitre.org/groups/G0055) is reportedly associated closely with [BlackOasis](https://attack.mitre.org/groups/G0063) operations, but evidence that the group names are aliases has not been identified. (Citation: CyberScoop BlackOasis Oct 2017)",0,0,0,0,0,0,0,0,0,6927,6927,124,55.86290322580645,228,0.023192666,0.018890800697107364,0,0.021902106550804677,0,0.004380421,1,1,0
G0056,PROMETHIUM,PROMETHIUM; StrongPity,,Turkey,unknown,[PROMETHIUM](https://attack.mitre.org/groups/G0056) is an activity group focused on espionage that has been active since at least 2012. The group has conducted operations globally with a heavy emphasis on Turkish targets. [PROMETHIUM](https://attack.mitre.org/groups/G0056) has demonstrated similarity to another activity group called [NEODYMIUM](https://attack.mitre.org/groups/G0055) due to overlapping victim and campaign characteristics.(Citation: Microsoft NEODYMIUM Dec 2016)(Citation: Microsoft SIR Vol 21)(Citation: Talos Promethium June 2020),11,8,0.084615385,0,0,0,0,0,0,6927,6927,124,55.86290322580645,228,0.023192666,0.018890800697107364,0.042307692,0.021902106550804677,0,0.025534267,1,0,0
G0059,Magic Hound,Magic Hound; TA453; COBALT ILLUSION; Charming Kitten; ITG18; Phosphorus; Newscaster; APT35; Mint Sandstorm,,Iran,Defense Industrial Base; Education; Government Facilities; Media,"[Magic Hound](https://attack.mitre.org/groups/G0059) is an Iranian-sponsored threat group that conducts long term, resource-intensive cyber espionage operations, likely on behalf of the Islamic Revolutionary Guard Corps. They have targeted European, U.S., and Middle Eastern government and military personnel, academics, journalists, and organizations such as the World Health Organization (WHO), via complex social engineering campaigns since at least 2014.(Citation: FireEye APT35 2018)(Citation: ClearSky Kittens Back 3 August 2020)(Citation: Certfa Charming Kitten January 2021)(Citation: Secureworks COBALT ILLUSION Threat Profile)(Citation: Proofpoint TA453 July2021)",78,15,0.6,12,8.866666666666667,10,11,0.6666666666666666,0.9166666666666666,5342,5342,125,42.736,2238,0.017885841324262068,0.014451759790003748,0.7538288288288287,0.016855616863984572,0.53,0.5392855377872113,1,1,1
G0060,BRONZE BUTLER,BRONZE BUTLER; REDBALDKNIGHT; Tick,,China,Critical Manufacturing; Government Facilities; Healthcare and Public Health; Information Technology,"[BRONZE BUTLER](https://attack.mitre.org/groups/G0060) is a cyber espionage group with likely Chinese origins that has been active since at least 2008. The group primarily targets Japanese organizations, particularly those in government, biotechnology, electronics manufacturing, and industrial chemistry.(Citation: Trend Micro Daserf Nov 2017)(Citation: Secureworks BRONZE BUTLER Oct 2017)(Citation: Trend Micro Tick November 2019)",40,12,0.3076923076923077,4,8.55,9.8,4,0.25,1,2830,2830,101,28.019801980198018,182,0.009475277,0.009475277,0.6204846673596673,0.009475277,0.18666666666666665,0.36813738912527216,1,1,1
G0061,FIN8,FIN8; Syssphinx,Nonstate CyberCrime,Unknown,Chemical; Commercial Facilities; Financial Services; Healthcare and Public Health; Information Technology,"[FIN8](https://attack.mitre.org/groups/G0061) is a financially motivated threat group that has been active since at least January 2016, and known for targeting organizations in the hospitality, retail, entertainment, insurance, technology, chemical, and financial sectors. In June 2021, security researchers detected [FIN8](https://attack.mitre.org/groups/G0061) switching from targeting point-of-sale (POS) devices to distributing a number of ransomware variants.(Citation: FireEye Obfuscation June 2017)(Citation: FireEye Fin8 May 2016)(Citation: Bitdefender Sardonic Aug 2021)(Citation: Symantec FIN8 Jul 2023)",36,14,0.27692307692307694,1,7.8,7.8,1,0,1,0,0,0,0,0,0,0,0.5860966735966736,0,0.046666667,0.3070483367983368,1,1,1
G0062,TA459,TA459,,Belarus; China; Mongolia; Russia,NGO,"[TA459](https://attack.mitre.org/groups/G0062) is a threat group believed to operate out of China that has targeted countries including Russia, Belarus, Mongolia, and others. (Citation: Proofpoint TA459 April 2017)",5,2,0.038461538461538464,1,7.8,7.8,1,0,1,39560,39560,101,391.6831683168317,1716,0.13245299191085874,0.13245299191085874,0.46686590436590436,0.13245299191085874,0.046666667,0.27392355056512396,1,1,1
G0063,BlackOasis,BlackOasis,Nonstate Hactivist,Unknown,Media; NGO; Transportation Systems,"[BlackOasis](https://attack.mitre.org/groups/G0063) is a Middle Eastern threat group that is believed to be a customer of Gamma Group. The group has shown interest in prominent figures in the United Nations, as well as opposition bloggers, activists, regional news correspondents, and think tanks. (Citation: Securelist BlackOasis Oct 2017) (Citation: Securelist APT Trends Q2 2017) A group known by Microsoft as [NEODYMIUM](https://attack.mitre.org/groups/G0055) is reportedly associated closely with [BlackOasis](https://attack.mitre.org/groups/G0063) operations, but evidence that the group names are aliases has not been identified. (Citation: CyberScoop BlackOasis Oct 2017)",1,1,0.007692308,1,8.8,8.8,1,0,1,0,0,0,0,0,0,0,0.4768191268191268,0,0.046666667,0.2524095634095634,1,1,1
G0064,APT33,APT33; HOLMIUM; Elfin; Peach Sandstorm,,Iran; Saudi Arabia; South Korea; United States,Energy; Transportation Systems,"[APT33](https://attack.mitre.org/groups/G0064) is a suspected Iranian threat group that has carried out operations since at least 2013. The group has targeted organizations across multiple industries in the United States, Saudi Arabia, and South Korea, with a particular interest in the aviation and energy sectors.(Citation: FireEye APT33 Sept 2017)(Citation: FireEye APT33 Webinar Sept 2017)",31,11,0.23846153846153847,3,7.633333333333333,7.8,3,0,1,5342,5342,125,42.736,2238,0.017885841324262068,0.014451759790003748,0.5626429313929313,0.016855616863984572,0.14,0.3266925890692626,1,1,1
G0065,Leviathan,Leviathan; MUDCARP; Kryptonite Panda; Gadolinium; BRONZE MOHAWK; TEMP.Jumper; APT40; TEMP.Periscope; Gingham Typhoon,State,Australia; Canada; China,Critical Manufacturing; Defense Industrial Base; Government Facilities; Healthcare and Public Health; Transportation Systems,"[Leviathan](https://attack.mitre.org/groups/G0065) is a Chinese state-sponsored cyber espionage group that has been attributed to the Ministry of State Security's (MSS) Hainan State Security Department and an affiliated front company.(Citation: CISA AA21-200A APT40 July 2021) Active since at least 2009, [Leviathan](https://attack.mitre.org/groups/G0065) has targeted the following sectors: academia, aerospace/aviation, biomedical, defense industrial base, government, healthcare, manufacturing, maritime, and transportation across the US, Canada, Australia, Europe, the Middle East, and Southeast Asia.(Citation: CISA AA21-200A APT40 July 2021)(Citation: Proofpoint Leviathan Oct 2017)(Citation: FireEye Periscope March 2018)(Citation: CISA Leviathan 2024)",50,13,0.38461538461538464,5,8.6,9.8,4,0.4,0.8,2830,2830,101,28.019801980198018,182,0.009475277,0.009475277,0.6102130977130977,0.009475277,0.20333333333333334,0.36800160430198736,1,1,1
G0066,Elderwood,Elderwood; Elderwood Gang; Beijing Group; Sneaky Panda,,China,Defense Industrial Base; Government Facilities; NGO; Transportation Systems,"[Elderwood](https://attack.mitre.org/groups/G0066) is a suspected Chinese cyber espionage group that was reportedly responsible for the 2009 Google intrusion known as Operation Aurora. (Citation: Security Affairs Elderwood Sept 2012) The group has targeted defense organizations, supply chain manufacturers, human rights and nongovernmental organizations (NGOs), and IT service providers. (Citation: Symantec Elderwood Sept 2012) (Citation: CSM Elderwood Sept 2012)",9,4,0.069230769,0,0,0,0,0,0,2830,2830,101,28.019801980198018,182,0.009475277,0.009475277,0.034615385,0.009475277,0,0.019202747753130783,1,1,0
G0067,APT37,APT37; InkySquid; ScarCruft; Reaper; Group123; TEMP.Reaper; Ricochet Chollima,State,China; India; Japan; Kuwait; Nepal; North Korea; Romania; Russia; South Korea; Vietnam,NGO; Transportation Systems,"[APT37](https://attack.mitre.org/groups/G0067) is a North Korean state-sponsored cyber espionage group that has been active since at least 2012. The group has targeted victims primarily in South Korea, but also in Japan, Vietnam, Russia, Nepal, China, India, Romania, Kuwait, and other parts of the Middle East. [APT37](https://attack.mitre.org/groups/G0067) has also been linked to the following campaigns between 2016-2018: Operation Daybreak, Operation Erebus, Golden Time, Evil New Year, Are you Happy?, FreeMilk, North Korean Human Rights, and Evil New Year 2018.(Citation: FireEye APT37 Feb 2018)(Citation: Securelist ScarCruft Jun 2016)(Citation: Talos Group123)

North Korean group definitions are known to have significant overlap, and some security researchers report all North Korean state-sponsored cyber activity under the name [Lazarus Group](https://attack.mitre.org/groups/G0032) instead of tracking clusters or subgroups.",29,10,0.2230769230769231,7,7.685714285714286,9.8,6,0.14285714285714285,0.8571428571428571,39560,39560,197,391.6831683168317,1716,0.13245299191085874,0.13245299191085874,0.520563558,0.13245299191085874,0.2966666666666667,0.3757723774139508,1,1,1
G0068,PLATINUM,PLATINUM,,Unknown,Government Facilities,[PLATINUM](https://attack.mitre.org/groups/G0068) is an activity group that has targeted victims since at least 2009. The group has focused on targets associated with governments and related organizations in South and Southeast Asia. (Citation: Microsoft PLATINUM April 2016),11,7,0.084615385,1,7.8,7.8,1,0,1,0,0,0,0,0,0,0,0.4899428274428274,0,0.046666667,0.2589714137214137,1,1,1
G0069,MuddyWater,MuddyWater; Earth Vetala; MERCURY; Static Kitten; Seedworm; TEMP.Zagros; Mango Sandstorm; TA450; MuddyKrill,,Iran; Saudi Arabia,Communications; Defense Industrial Base; Energy; Financial Services; Government Facilities; Water and Wastewater Systems,"[MuddyWater](https://attack.mitre.org/groups/G0069) is a cyber espionage group assessed to be a subordinate element within Iran's Ministry of Intelligence and Security (MOIS).(Citation: CYBERCOM Iranian Intel Cyber January 2022) Since at least 2017, [MuddyWater](https://attack.mitre.org/groups/G0069) has targeted a range of government and private organizations across sectors, including telecommunications, local government, finance, defense, and oil and natural gas organizations, in the Middle East (specifically the UAE and Saudi Arabia), Asia, Africa, Europe, and North America. [MuddyWater](https://attack.mitre.org/groups/G0069) has reused domains dating back to October 2025, and has a preference for NameCheap and Hosterdaddy Private Limited (AS136557). In late 2025 and early 2026, [MuddyWater](https://attack.mitre.org/groups/G0069) used commercial satellite internet (i.e., Starlink) for command and control (C2) communication. (Citation: FalconFeeds_Iran_Mar2026)(Citation: Huntio_IranInfra_Mar2026)(Citation: Unit 42 MuddyWater Nov 2017)(Citation: Symantec MuddyWater Dec 2018)(Citation: ClearSky MuddyWater Nov 2018)(Citation: ClearSky MuddyWater June 2019)(Citation: Reaqta MuddyWater November 2017)(Citation: DHS CISA AA22-055A MuddyWater February 2022)(Citation: Talos MuddyWater Jan 2022)(Citation: NaumaanProofpoint_GlobalClickFix_April2025)(Citation: ESET_MuddyWater_Dec2025)(Citation: SymantecCarbonBlack_Seedworm_Mar2026)   ",68,14,0.5230769230769231,8,8.525,10,6,0.375,0.75,5342,5342,125,42.736,2238,0.017885841324262068,0.014451759790003748,0.6650435291060292,0.016855616863984572,0.31333333333333335,0.4298928879258115,1,1,1
G0070,Dark Caracal,Dark Caracal,State,Unknown,unknown,[Dark Caracal](https://attack.mitre.org/groups/G0070) is threat group that has been attributed to the Lebanese General Directorate of General Security (GDGS) and has operated since at least 2012. (Citation: Lookout Dark Caracal Jan 2018),12,8,0.092307692,1,8.8,8.8,0,0,0,0,0,0,0,0,0,0,0.26912681912681913,0,0.016666666666666666,0.13956340956340957,1,0,1
G0071,Orangeworm,Orangeworm,,United States,Healthcare and Public Health; Information Technology,"[Orangeworm](https://attack.mitre.org/groups/G0071) is a group that has targeted organizations in the healthcare sector in the United States, Europe, and Asia since at least 2015, likely for the purpose of corporate espionage.(Citation: Symantec Orangeworm April 2018) Reverse engineering of [Kwampirs](https://attack.mitre.org/software/S0236), directly associated with [Orangeworm](https://attack.mitre.org/groups/G0071) activity, indicates significant functional and development overlaps with [Shamoon](https://attack.mitre.org/software/S0140).(Citation: Cylera Kwampirs 2022)",2,2,0.015384615384615385,0,0,0,0,0,0,1077,1077,77,13.987012987012987,60,0.003605962,0.004729899,0.007692308,0.003943143,0,0.004634783,1,1,0
G0073,APT19,APT19; Codoso; C0d0so0; Codoso Team; Sunshop Group,,China,Communications; Critical Manufacturing; Defense Industrial Base; Education; Energy; Financial Services; Healthcare and Public Health,"[APT19](https://attack.mitre.org/groups/G0073) is a Chinese-based threat group that has targeted a variety of industries, including defense, finance, energy, pharmaceutical, telecommunications, high tech, education, manufacturing, and legal services. In 2017, a phishing campaign was used to target seven law and investment firms. (Citation: FireEye APT19) Some analysts track [APT19](https://attack.mitre.org/groups/G0073) and [Deep Panda](https://attack.mitre.org/groups/G0009) as the same group, but it is unclear from open source information if the groups are the same. (Citation: ICIT China's Espionage Jul 2016) (Citation: FireEye APT Groups) (Citation: Unit 42 C0d0so0 Jan 2016)",21,9,0.16153846153846155,0,0,0,0,0,0,2830,2830,101,28.019801980198018,182,0.009475277,0.009475277,0.080769231,0.009475277,0,0.042279670830053864,1,1,0
G0075,Rancor,Rancor,,Unknown,unknown,[Rancor](https://attack.mitre.org/groups/G0075) is a threat group that has led targeted campaigns against the South East Asia region. [Rancor](https://attack.mitre.org/groups/G0075) uses politically-motivated lures to entice victims to open malicious documents. (Citation: Rancor Unit42 June 2018),9,6,0.069230769,1,8.8,8.8,1,0,1,0,0,0,0,0,0,0,0.5075883575883575,0,0.046666667,0.26779417879417877,1,0,1
G0076,Thrip,Thrip,,Unknown,Communications; Defense Industrial Base,"[Thrip](https://attack.mitre.org/groups/G0076) is an espionage group that has targeted satellite communications, telecoms, and defense contractor companies in the U.S. and Southeast Asia. The group uses custom malware as well as ""living off the land"" techniques. (Citation: Symantec Thrip June 2018)",4,4,0.030769231,2,9.2,10,2,0.5,1,0,0,0,0,0,0,0,0.49849272349272344,0,0.093333333,0.27724636174636175,1,1,1
G0077,Leafminer,Leafminer; Raspite,,Iran,Government Facilities,[Leafminer](https://attack.mitre.org/groups/G0077) is an Iranian threat group that has targeted government organizations and business entities in the Middle East since at least early 2017. (Citation: Symantec Leafminer July 2018),17,9,0.13076923076923078,0,0,0,0,0,0,5342,5342,125,42.736,2238,0.017885841324262068,0.014451759790003748,0.065384615,0.016855616863984572,0,0.036063431,1,1,0
G0078,Gorgon Group,Gorgon Group,Nonstate CyberCrime,Pakistan; Russia; Spain; United Kingdom; United States,Government Facilities,"[Gorgon Group](https://attack.mitre.org/groups/G0078) is a threat group consisting of members who are suspected to be Pakistan-based or have other connections to Pakistan. The group has performed a mix of criminal and targeted attacks, including campaigns against government organizations in the United Kingdom, Spain, Russia, and the United States. (Citation: Unit 42 Gorgon Group Aug 2018)",16,8,0.12307692307692308,0,0,0,0,0,0,39560,39560,197,391.6831683168317,1716,0.13245299191085874,0.13245299191085874,0.061538462,0.13245299191085874,0,0.057259829,1,1,0
G0079,DarkHydrus,DarkHydrus,,Unknown,Education; Government Facilities,[DarkHydrus](https://attack.mitre.org/groups/G0079) is a threat group that has targeted government agencies and educational institutions in the Middle East since at least 2016. The group heavily leverages open-source tools and custom payloads for carrying out attacks. (Citation: Unit 42 DarkHydrus July 2018) (Citation: Unit 42 Playbook Dec 2017),7,5,0.053846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026923076923076925,0,0,0.013461538461538462,1,1,0
